city,company,country,description,salary_converted_currency,salary_converted_max,salary_converted_min,salary_currency,salary_max,salary_min,salary_raw,title,url,year_posted
Kuala Lumpur,Agensi Pekerjaan HCR Malaysia Sdn. Bhd.,MY,"We are looking for remarkable talents for our client, a Digital company located in Bangsar South, Kuala Lumpur.

Job Responsibilities:

Own database changes / data migrations across the EcoSystem

Undertake a product database estate review / health-check. Document / share output, review recommendations, produce execution plan.

Deliver estate wide backup / recovery plans, maintenance plans, monitoring/alerting plans

DBA in the administration, design and implementation of backups, performance tuning using Own Strategic methods

Management, and provisioning of MySQL/PostgreSQL database instances.

SQL/NoSQL Databases on public cloud/On-premises

Able to handle Linux systems and bash scripting

Knowledge of Oracle, SQL Server and/or PostgreSQL and the ability to work across a range of technologies and applications in support of MySQL.

Propose and implement key improvements to indexes, server parameters, and underlying structure

Job Requirements:

Any Bachelor's degree in Computer Science, Information Technology, or other technical / IT field, or similar related industry experience
Experience of Database Administration within SQL/NoSQL 3+ at enterprise level including complex clustering (InnoDB /Oracle/MySQL/Postgres Cluster) and multi-master replication schemes.
Experience in Database Technologies (MS SQL, Oracle) with PL/SQL development
Strong knowledge of data and schema standards and concepts
Strong knowledge of database design, implantation, troubleshooting and maintenance
General Linux/Windows knowledge
Experience with cloud platforms with Systems analysis and design ITIL principles

Please send your latest CV to norfahira(dot)najeehah(at)hcrmalaysia(dot)com and only shortlisted candidates will be contacted.

Job Type: Full-time

Salary: RM4,000.00 - RM8,000.00 per month

Benefits:

Professional development
Work from home

Schedule:

Monday to Friday

Experience:

Database Administrator: 4 years (Required)",MYR,8000.0,4000.0,MYR,8000.0,4000.0,"Salary: RM4,000.00 - RM8,000.00 per month",Database Administrator,https://malaysia.indeed.com/viewjob?cmp=Agensi-Pekerjaan-HCR-Malaysia-Sdn.-Bhd.&t=Database+Administrator&jk=5a8f861182bf4f37&vjs=3,2021
Singapore,Manpower,SG,"Responsibilities:

Generate and maintain data reports, indicators and navigators for internal and external usage
Contribute to international standardization and improvement of reporting systems
Coordinate between data users and IT in case of data or system errors

Requirements:

Degree in Computer Science or Mathematics
Experience in data/ reporting management
Experience with databases (Oracle)
Hands on experience in C# or Java and good knowledge of their ecosystems
Knowledge in Oracle Data Warehouse, PL/SQL and BI Reporting tools
Ability to comprehend Company business processes, production and logistics processes and the meaning of the data
Mathematical background with ability to generate statistical evaluations
Preferably working experience in manufacturing industry

Teh Hui Tian, Zoe EA License No. 02C3423 Personnel Registration No. R2089915

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy",MYR,15200.0,10640.0,SGD,5000.0,3500.0,"$3,500 - $5,000 a month",Data Management Engineer,https://sg.indeed.com/viewjob?jk=30db6bb6414c6a41&from=serp&vjs=3,2021
Bangsar South,Crest Infosolutions Sdn Bhd,MY,"Job Responsibilities

Following will be the job responsibilities of selected candidates. Platform orientation shall be provided upon joining.

- Requirement Gathering, Analysis and documentation of business requirements from customer for Content Management and Business Process Automation needs.

- Design data flow and business process diagrams as per business requirements using Microsoft Visio or similar tools.

- Work closely with the project manager and technical architect to translate business requirements into technical design.

- Work closely with the application development and QA team to ensure customers’ requirements are delivered as per scope.

- Conduct user training and draft user manuals for applications.

Job Requirements

The incumbent must demonstrate hands of experience and good understanding in information technology field.

- Minimum 02 years of working experience in information technology, preferably in software application domain.

- Prior experience in client interaction for business requirement gathering and documentation.

- Hands on experience in productivity tools such Microsoft Visio, Word, Excel and PowerPoint.

- Good communication and presentation skills with command on English speaking and writing.

- A bachelor degree in Computer Science or equivalent is preferred.

- Knowledge about Enterprise Content Management (ECM) and/or business process management (BPM) is nice to have, but not a must.

Job Types: Full-time, Contract

Salary: RM5,000.00 - RM6,000.00 per month

Experience:

business analysis: 2 years (Preferred)
Microsoft Visio, Word, Excel and PowerPoint.: 2 years (Preferred)
software application domain: 2 years (Preferred)
- Prior experience in client interaction for business : 2 years (Preferred)

COVID-19 Precaution(s):

Remote interview process
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",MYR,6000.0,5000.0,MYR,6000.0,5000.0,"Salary: RM5,000.00 - RM6,000.00 per month",Business Analyst,https://malaysia.indeed.com/viewjob?cmp=crest-infosolutions-sdn-bhd&t=Business+Analyst&jk=102021e976cff535&vjs=3,2021
Kuala Lumpur,Vivcal Technologies Sdn Bhd,MY,"Strong with Java, Android SDK / Objective C.

· Familiar using Android Studio / XCode.

· Design UI/UX, code and unit test in mobile application.

· Good experience with mobile development cycle.

· Knowledge of SDLC, Agile and OOP.

· Knowledge of consuming APIs such REST is required.

· Have knowledge in SQL, SQLite or other core data development.

· Experience in version control such as SVN, GIT.

· Additional Advantage: Familiarity Google Play/ iTunesConnect, cloud message APIs, mobile 3rd party library plugins and FCM is a plus.

· Document applications for technical white papers, user guides and operations guide.

· Bachelor’s degree in Computer Science, Computer Engineering, and/or equivalent professional experience.

· Excellence verbal and written communication skills.

· Minimum with 1-2 years or above of relevant work experience.

· Fresh graduate is encouraged to apply.

** MALAYSIANS ONLY

Job Type: Full-time

Pay: RM2,500.00 - RM3,000.00 per month

Experience:

mobile apps development: 1 year (Preferred)",MYR,3000.0,2500.0,MYR,3000.0,2500.0,"Pay: RM2,500.00 - RM3,000.00 per month",JUNIOR MOBILE DEVELOPER ( FRESHERS / REACHABLE BY MRT TRX),https://malaysia.indeed.com/viewjob?cmp=Vivcal-Technologies-Sdn-Bhd&t=Junior+Mobile+Developer&jk=0c953f666d2fe287&vjs=3,2021
Kuala Lumpur,Data Scientist,MY,"My client is a leading iGaming industry player that keep improving, innovating and creating memorable to epic entertainment experiences. They are currently looking for an experience Data Scientist to join their inventive team in mid valley office.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help the company analyze trends to make better decisions

Responsibilities

Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams

Requirements

Proven experience as a Data Scientist or Data Analyst
Experience in data mining
Understanding of machine-learning and operations research
Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred

Benefits

Awesome Annual Vacation provided!
Free Flow Snacks and Drinks.
Birthday Leave.
Gym Membership Subsidy.
Optical & Dental Benefit.
Self-Development Course provided.
Medical Insurance.
No punch card system.
Free Breakfast on Mondays.
Freshly cut fruits every day.
Free alcohol after 7pm.
Games Floor – Foosball table, Video Games, Board Games, Darts…etc.
Fun Tournament Games.

Job Type: Full-time

Salary: RM13,000.00 - RM17,000.00 per month",MYR,17000.0,13000.0,MYR,17000.0,13000.0,"Salary: RM13,000.00 - RM17,000.00 per month",Data Scientist,https://malaysia.indeed.com/viewjob?cmp=Jobify.my&t=Data+Scientist&jk=da59006f7d955cc6&vjs=3,2021
"LRT,KTM, Bus",//acuhealing.business.site/ ],MY,"PHYSIOTHERAPIST POSITION (RM2.0K-RM2.4K)

Company: LEAD NOW SDN BHD (AcuHealing) [https://acuhealing.business.site/ ]

At AcuHealing we perform Traditional Alternative Therapies (TCM) to alleviate joints pain, numbness, stroke, diabetes, obesity, hypertension, spinal misalignment, scoliosis, stiff neck, slipped disc, backache, insomnia, and MORE. We are now looking or suitable candidates to fill in this role.

Workplace: The Boulevard Office, Mid Valley MegaMall, Kuala Lumpur

Public Transport: LRT,KTM, Bus

Salary range: RM2,000 - RM2,400

Job Scope/Responsibilities:

Consult and making assessments of patients' physical conditions.

Formulating treatment plans to address the conditions and needs of patients.

Conducting complex mobilization techniques and providing physiotherapy and sports massage therapy.

Assisting trauma patients with how to walk again.

Educating patients, family members, and the community on how to prevent injuries and live a healthy lifestyle.

Recording patient data and managing patient progress

Job Requirement:

Candidate is required to possess at least a Post Graduate Diploma, Bachelor's Degree, Professional Degree, Physical Therapy/Physiotherapy/Sport Science or equivalent.

At our company:

We practice a vibrant & energetic office culture.

Enjoy work-life balance

There are reasonably priced food outlets in the area

Our office is surrounded by lots of eateries (hawkers & restaurants).

There are reasonably priced food outlets in the area.

We support a safe environment for our employees

Our offices are equipped with 24-hour camera surveillance equipment for safety and security

We have a 24-hour carpark that is guarded around the clock

WHATSAPP: 016 3111301- > - > FOR IMMEDIATE ACCEPTANCE

*Female prefer*

Are you ready to make that career shift & grow a great portfolio with us? Click the ‘Apply Now’ button and we will get in touch with you soon.

Job Type: Full-time

Salary: RM2,000.00 - RM2,400.00 per month

Schedule:

Monday to Friday

Experience:

work: 1 year (Preferred)

Education:

Diploma/Advanced Diploma (Preferred)

Language:

Bahasa Melayu (Preferred)

Work Remotely:

No

COVID-19 Precaution(s):

Personal protective equipment provided or required
Temperature screenings
Sanitizing, disinfecting, or cleaning procedures in place",MYR,2400.0,2000.0,MYR,2400.0,2000.0,"RM2,000 - RM2,400",PHYSIOTHERAPIST POSITION (RM2.0K-RM2.4K),https://malaysia.indeed.com/viewjob?cmp=AcuHealing-Kuala-Lumpur&t=Physiotherapist+Position&jk=f38a7d4ddf03214b&vjs=3,2021
Kuala Lumpur (Preferred),Sapelo Management,MY,"Job Description

We are looking for a driven and enthusiastic Sales and Marketing Executive to help us with our aggressive expansion efforts in Indonesia. SAPELO LIFE SCIENCES is a boutique animal pharmaceutical research firm. We specialise in the discovery and the synthesis of research drugs for universities, research labs and clinics research uses. We are the top Southeast Asia distributor of animal pharmaceuticals specifically targeting the treatment for pets.

Given that for many people, their pets are an important part of their family, there is a large untapped market for animal pharmaceuticals. With the right talent in place, we’re looking to cement our reputation as the top company to provide our furry friends with the medications needed to live a long and happy life.

For this role, we’re looking for someone who will play an integral part of the development and execution of sales and marketing plans for the company. From brand awareness to product promotion, you will also work cross functionally with the sales team to achieve sales goals, complete post sales customer satisfaction surveys, and be the go-to person if our customers have any inquiries about our products.

You should be a competent professional, able to grasp consumer behaviour trends and generate creative ideas to better communicate our product value and service to our customers based in Philippines. The goal is to deliver effective marketing and sales initiatives that will build our brand and product awareness, and grow our sales steadily.

RESPONSIBILITIES

- Conducting market research to find answers about our consumer requirements, habits and trends.

- Brainstorming and developing ideas for creative marketing campaigns

- Assisting in outbound or inbound marketing activities by completing tasks including, but limited to content development, advertising optimisation, events planning.

- Liaise with external resellers, promoters, and distributors to run campaigns and increase sales.

- Collaborate with marketing and other professionals to coordinate brand awareness and marketing efforts.

- Plan and execute initiatives to reach the target audience through social media.

- Analyse marketing data (campaign results, conversion rates, traffic etc.) to drive better results in future marketing efforts.

- Complete individual tasks as assigned on a satisfactory level.

REQUIREMENTS:

* Hiring Filipino national who lives in Malaysia. We are able to offer a work visa for the right candidate.

* Good communications skills both verbal and written in Tagalog and English. Proficiency in Mandarin would be a plus.

* Able to work on a flexible schedule. Be ready to work on tasks 7 days away on rare occasions.

* Understand and execute directions from superiors well. Have independent ideas on improving the company overall operations.

* takes initiative and ownership of assigned duties.

* Social Media marketing strategy expert. Experience building social media pages, groups, and community.

* Previous experience working at a fast paced start-up a plus.

INDUSTRY

Pharmaceutical

Contract length: 12 months

Job Types: Full-time, Contract

Salary: RM4,000.00 - RM6,500.00 per month

Benefits:

Free parking
Health insurance
Professional development

Schedule:

Monday to Friday

COVID-19 considerations:
Social distancing

Experience:

Marketing: 2 years (Preferred)

Location:

Kuala Lumpur (Preferred)

License:

Drivers License (Preferred)

Language:

English (Required)
Tagalog (Required)

Work Remotely:

No",MYR,6500.0,4000.0,MYR,6500.0,4000.0,"Salary: RM4,000.00 - RM6,500.00 per month","Marketing and Sales Executive, Philippines",https://malaysia.indeed.com/viewjob?cmp=Sapelo-Management&t=Marketing+Sales+Executive&jk=ad79a6d7aa77097b&sjdu=0UTQdnm6y-bXqeu92umskMQKXFIsUkZVt48u4OZFITZYt-KxeHG3mCGUpR5u5QYxt6l7sP1LZZu85RFNa1lvJEmZraGn17TBdMLBmHuvqa8DiyGZmznsIBB3LM0MIvRx&adid=362601529&ad=-6NYlbfkN0BLm_blkyqRtaueCdo596QX_oWtimtvwKlhkeVtzS9csaox5yEUHHRdOIl0sMKbPLjRG5djNh47VpLOQfLIBz-L1VXla4LmZQ1vzRQia6YaFLHUlg-EnCoASlc5_q9Xp11LzBSlwbokkc9EHo0i1T8VptrgSDF6MNw0bY7MIV_hr8_JbR13CDM2UPKKig1jju8ZDcFVCr5dalDiUmzB-oa1InuqUclY7QY37vOwI8405YPP4R_H4Lwm2kBpwOuLqyBYYDbjMgHw2ikozAsxrhG6-AXZS_Ve-O-1cR7sK-y1ROuigmoASXOC&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,2021
Kuala Lumpur,Mission Consultancy Services Malaysia Sdn Bhd,MY,"Mission Consultancy Services Malaysia is looking for an experienced SAS 9.3/9.4 administrator and technicalexpert in installation, configuration, and maintenance of SAS Enterprise BI Server and also provide End User Support for various SAS products (SAS EBI, EM, EDM or ESP) and also liaise with the In Country and Regional SAS support teams.

This position is for one of our clients which is one of the largest Malaysian Commercial Bank and you will be working in Bank’s premises, Kuala Lumpur, Malaysia.

JOB ROLE

The SAS Platform Administrator/Architect will be responsible for providing overall SAS platform Architecture and Administrative support. Primary duties include maintenance, enhancements installation and support quick architecture changes for SAS Products (EBI, EM, ESP, EG). Also includes providing SAS platform security management, SAS application and underlying infrastructure support and ensuring processes are aligned and complaint with internal policies as well as regulatory requirements.

PRIMARY RESPONSIBILITIES

Routine administration, monitoring, maintenance, and tuning of the SAS Enterprise BI server (9.3/9.4) Platform and knowledge in SAS applications (SAS EBI, EM, EDM or ESP)

Hands on experience in supporting for SAS maintenance, installation, upgrades, user support, resolving technical issues, working with SAS technical support team, Internal IT and provided technical support to operation team for automation and deployment of solutions.

Provide leadership and direction with respect to architecture, design, and implementation for the SAS Platform

Design solutions to reduce the operational and management complexity of the platform and to increase reliability and performance

Perform new installations and upgrades as needed and routinely apply hot fixes

Design, implement, and maintain platform security through SAS metadata and Windows OS

Manage automated job scheduling

Perform platform capacity planning

Lead efforts to provide SAS technical and programming support to users

Collaborate with IT and database administrators to support

ongoing operations

QUALIFICATIONS :

5+ years of hands-on experience as a SAS Administrator for a multi-tier SAS Platform in a Linux and Windows environment
Hands-on experience on SAS 9.3, SAS 9.4 GRID Administration having SAS Metadata Server, SAS Application server, SAS Object spawner, SAS Connect server, SAS Olap server, AS Connect server, SAS Content server.
Having good experience in working on Linux environment and Linux commands.
Experience in working on SAS standalone and GRID having multiple node GRID Environment.
Excellent knowledge of SAS Enterprise server platform using SAS Management Console.
Good installation and configuration of SAS Metadata Server, SAS Application Server and Mid-tier server.
Extensive install, configure and support experience in SAS/Access interface to Oracle, MS-SQL Server, Teradata and Hadoop.
Excellent experience in troubleshooting issues related to SAS Enterprise guide, SAS Enterprise miner, SAS DI studio and other SAS components.
Experience in migrations and user migration from old server to new server.
Experience in applying hot fixes on the SAS Components.
Excellent knowledge on SAS license Renewals.
Excellent knowledge in USERS, GROUPS AND LIBRARIES creation.
Good knowledge on client web-based applications like sas studio and sas web report studio.
Excellent support to analytics groups for all the issues related to connecting SAS Servers using SAS Components.
Good hands –on experience in dealing with SAS server restarts.
Good hands on experience in dealing with SAS Webservers hosting various SAS applications
Advanced knowledge of Base SAS, SQL, and the SAS macro language (at the SAS Certified Advanced Programmer level)
Experience with data quality, data management, and ETL
Banking or Financial Services Experience Preferred
BS in Computer Science, Economics, Statistics, Math or related fields

Job Types: Full-time, Contract

Salary: RM7,000.00 - RM10,000.00 per month

Benefits:

Health insurance

Schedule:

Monday to Friday

Experience:

SAS: 5 years (Preferred)

Education:

Bachelor's (Required)

Work Remotely:

No",MYR,10000.0,7000.0,MYR,10000.0,7000.0,"Salary: RM7,000.00 - RM10,000.00 per month",SAS 9.3/9.4 System Network Administrator,https://malaysia.indeed.com/viewjob?cmp=Mission-Consultancy-Services-Malaysia-Sdn-Bhd&t=SAS+System+Network+Administrator&jk=34d57a2685ef856c&sjdu=0UTQdnm6y-bXqeu92umskM7OP5XkwIGZ3A7zdbWiLxiLgxXpWyW4hmV6VSzioDfa7umx-fSUH_aPPi5fZqdU9Xeph8Tgq3qb_VHROcPFAu20OrDjb0nqI4JGnsSYnBXB&adid=360474381&ad=-6NYlbfkN0CXWgHlK5iGIc4-ckNTFL3EJagmU3P6_i9-gFTEAzE6Q4WAO63ycrQywlnBFixQwErGlNNi7jU3dT8PbYLV1h8VjtulVztcn2fzI0LdqaxbqJWLm2lI0QPioYzcNTlODJz8BlFiKklkcQwdhevKLqc2OYfcTraqEx8kiSHtOFoHubjKQiJmTsCV1O8FdmHyrv-1WEtZSqSDTn5FPvc6XrLteK8KFawBDKExVHn_OVrX8vXTnkZt6VuO3D4y8AgBK6r2m-fqeh0rAr3gUALo2adAnr5KEyEYnO65XJLdyNxQx_UL5reI3Zhe&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,2021
Kuala Lumpur,AFIC Solutions,MY,"We Offer
Do you want to work in a dynamic, innovative tech environment where no two days are the same?
In our Gaming, Entertainment & Fintech Engineering team we bring the gap closer for our clientele
worldwide through data management solutions. With BigData, Analytics, Business.Artificial Intelligence
approach and intuitive integration we make structured and unstructured data into meaningful & impactful
to core business insight and ultimately valuable for them.
We're looking for a Programme Manager to help us on our mission. In this role, you have the chance to
use top-notch technologies and practices. You will be working on existing central, business-critical
administration applications, but also conceptualizing and executing new projects that will make digitalize
processes and revolutionize the industries.
We are hiring a talented, self-motivated Programme Manager to join our software team to build our global
award winning analytic software.
Ready for the challenge? Read on and apply today!

CV to: info at afic-solutions.com
About this job
Job type: Full-time
Experience level: Entry-Mid Level
Industry: Data Science, Software Development
Company size: 30-50 people
Company type: Public (Sdn Bhd)
The group maintains a philosophy of multi-skilling and cross fertilisation of all its employees. In addition to
reviewing and being responsible for a healthy P&L of your team/business unit, you will be required to
oversee and perform the duties typically expected of one holding your position and seniority. Your job
descriptions would include the following

Aware and in pursuit of opportunities for account growth and new business, involving the

Senior Management and Directors.

Provides regular two-way communication between the client and team, to provide strong

team representation and set proper client expectations.

Interact closely with the technical/project delivery team and Account Executives, to gather,

monitor and analyze performance data and ongoing strategy on a monthly basis throughout
the length of the campaign.

Collective review with the project team and project delivery committee all major deliverables

(i.e. strategic brief, function spec, tech spec, etc.) to ensure quality standards and client
expectations are met.

Working with the project teams to produce weekly, monthly and quarterly status reports to

each client and establishing individual requirements whereby each client receives a bespoke
service.

Provide direction, guidance to the project team to ensure alignment with the Company’s

strategies.

Develop an effective plan of action for running programs from inception to completion
Manage daily operations that support and implement the program objectives
Strategically map-out a program schedule and timeline and ensure it is followed
Suggest innovative plans and processes to improve program functions
Suggest and assist in creating marketing initiatives to increase program awareness
Set goals for the programs and track progress, set-backs, and overall performance
Analyze program results and present findings to management
Prepare and maintain budgets
Ensure an appropriate programme or project management framework is in place.
Prepare program brief, project initiation documents and business case among other

documents

Establish formal reporting arrangements on programme or project progress
Define criteria for control and management of the program or project
Achieving on-going KPIs assigned by the senior management
Any other activity/ task as required by the senior management

Requirements:

Candidates who have had experience in and are able to manage and run complex

projects/programs from design and development to production will have an added advantage

Experience in running e-commerce related business operations will have an added

advantage

Experience in sales, marketing and customer service will have an added advantage
Able to present well and manage situations in project steering groups.
Candidates should have strong organizational, presentation, and customer service skills.
Candidates should be responsible, resourceful and enjoy working in a challenging

environment.

Ability to communicate well in English (both verbal and written) is essential.
Candidates who are able to start work immediately will have an added advantage.

Additional Information

Office Location: Next to Universiti LRT Station, KJ19 (200m walking distance).

Job Type: Full-time

Salary: Up to RM13,000.00 per month

Work Remotely:

No",MYR,13000.0,13000.0,MYR,13000.0,13000.0,"Salary: Up to RM13,000.00 per month",Programme Manager,https://malaysia.indeed.com/viewjob?cmp=AFIC-Sdn-Bhd&t=Programme+Manager&jk=41ab24f067197a87&vjs=3,2021
Kuala Lumpur,Bright Prospect,MY,"Bachelor’s degree in Business Technology, Computer Science or equivalent.
Understand of sales force excellence/effectiveness in pharma/medical industry
At least 2-3 year(s) of working experience in sales data analysis functions
Applicant must be good in MS.Excel i.e. PIVOT, V.Look.Up
Applicant with knowledge of Salesforce.com & reporting skill is added advantage
Strong analytical skills with logical thinking
Meticulous, good in interpersonal and coordination skill
Contract & Full-Time position(s) available.

Responsibilities:

Responsible to Sale Data Management, table maintenance, data validation, platform upkeeping and reporting
Utilize data discovery tools to support data extraction, analysis, cleansing, transformation and loading all data sources
Assist in developments and modification of application, database and reporting needs
Develop and implement sales force effectiveness and capability strategies and associated processes, systems and tools that drive sales best practice and enhance sales capability
Provide insights and analysis report on improving the matrixes of various tools’ utilization which include Daily Sales report, Salesforce Automation report and other analytical tools to maximize key sales force excellence performance (customer profiling, targeting, call frequency, territory management and sales performance) and identify opportunities and gaps to increase sales force productivity
Develop and implement multi-channel solutions and tools
Monitor customer engagement and channel performance to support strategic recommendation to meet KPIs and gauge promotional effectiveness",MYR,6000.0,4000.0,MYR,6000.0,4000.0,"RM 4,000 - RM 6,000 a month",Commercial Effectiveness Specialist - MNC,https://malaysia.indeed.com/viewjob?jk=ac4562bf5ad5b6d9&from=serp&vjs=3,2021
Kuala Lumpur,About Our Client,MY,"Attractive Remuneration
Growth Opportunities

About Our Client

This company that I am recruiting for will disrupt the insurance industry with their unique service offering. They look at innovating new methods to ensure a seamless and secure insurance models for their clients.

Job Description

Oversee the pricing of products through multiple channels and a successful introduction to the markets.
Lead the implementation and documentation of process and controls for pricing and product development.
Analyse data giving from stakeholders to develop pricing strategies.
Maintain excellent relationships with stakeholders and vendor platforms.
Lead and ensure the growth of the pricing team.

The Successful Applicant

Possess a Bachelor's Degree (preferably with actuarial science)
Excellent communicator especially with the English & Mandarin language.
Analytical mind with an eye for detail.
Leadership experience with a team.
Minumum 5 years of experience in similar scope

What's on Offer

Attractive Remuneration
Growth Opportunities
Strong Company Branding

Contact:

Jason Chai

Quote job ref: 4151983

+603 2302 4075",MYR,15000.0,13000.0,MYR,15000.0,13000.0,"MYR13,000 - MYR15,000",Pricing Manager,https://malaysia.indeed.com/viewjob?jk=144ed9cef539b9c7&from=serp&vjs=3,2021
Pudu,OffGamers Sdn Bhd,MY,"Job Description
You will be responsible in core architecture, memory management, data storage, prevent system vulnerabilities, and whatever else needs to be done to build and deliver excellent applications and services used by other Offgamers employees and our customers.

The ideal candidate is motivated, flexible, passionate to develop lightning fast response systems and ensure our company and customers are safe from Evil.

Responsibilities

Work closely with stakeholders, fellow engineers, designer, software tester. You will be presenting and communicating your work across the organization and to other teams at OffGamers
Propose and implement overarching system architecture
Design robust solutions to hard problems that consider scale, security, reliability and cost
Design and create test data and/or environment to support test activities
Execute testing and validate actual results against expected results
Verify results of quality assurance test
Prepares reference for users by writing operating instructions
Document and share best practices with engineers across Offgamers
Responding promptly and professionally to bug reports -|- Requirements
Candidate must possess at least a Bachelor’s Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent
Expertise in PHP, JavaScript, HTML5, CSS, MySQL, NoSQL
Strong knowledge in Yii Framework, MVC, jQuery and responsive web development
Good practical experience developing websites, portals and web-based applications in any modern scripting language and scalable
Knowledge of secure and standard coding practices
Detail oriented, positive thinker, self-motivated and disciplined, with ability to complete assigned tasks with minimal oversight in a professional and timely manner
Knowledge in Linux servers and mobile application development is an added advantage
Applicants should be Malaysian citizens or hold relevant residence status

Benefits

EPF/SOCSO provided
2 minutes walk from LRT Pudu
Travel allowance (once confirm)
Medical insurance
Group Personal Accident Coverage
Group Hospitalization and Surgical Insurance Coverage
Subsidized Medical Claims
Career Advancements
Bonus/Increments
Nice office with spectacular view and modern interior design.
Fun culture and lots of learning opportunities.
Only for Malaysian Applicants*Compulsory to attach your resume for us to proceed further",MYR,8000.0,6000.0,MYR,8000.0,6000.0,"RM 6,000 - RM 8,000 a month",Senior Software Developer,https://malaysia.indeed.com/viewjob?jk=808270cf2674dc43&from=serp&vjs=3,2021
Kuala Lumpur,Flow Analytics Sdn Bhd,MY,"You will be a crucial team member of a fast-growing data analytics consulting team, eager to help e-commerce businesses grow using the power of data analytics to make the most effective decisions.

You are intellectually curious, logical, with patience in guiding others in identifying, experimenting and testing hypotheses, uncovering insights and measuring effectiveness of action plans.

More importantly, you are proactive in asking questions, learning and solving problems, whether they are technical or people oriented - to create a culture of radical transparency and excellence.

*** Please go to https://www.flowanalytics.co/career and click Apply under Current Opportunities, to complete your application form.

Responsibilities

Build clear visualizations in the form of reports and dashboards to convey complicated data to non-technical audience
Develop and enhance data models to support the visualizations and analysis required
Communicate actionable insights with e-commerce clients that align with their strategic goals

Qualifications

Bachelor's degree in Computer Science, Statistics, Applied Mathematics or equivalent experience
3 - 5 years' Data Analysis experience preferred
Has experience managing stakeholders or internal/external clients
Technical knowledge in at least one Business Intelligence platform such as Google Data Studio, Tableau, Microsoft Power BI, Salesforce Einstein Analytics
Basic proficiency in SQL or Python

Job Types: Full-time, Contract

Salary: RM5,000.00 - RM6,500.00 per month

Schedule:

Flexible hours
Holidays
Monday to Friday

Experience:

Managing stakeholders: 1 year (Preferred)
Managing Internal/external Clients: 1 year (Preferred)
Data Analysis: 3 years (Preferred)

Work Remotely:

Yes",MYR,6500.0,5000.0,MYR,6500.0,5000.0,"Salary: RM5,000.00 - RM6,500.00 per month",Senior Analytics Consultant,https://malaysia.indeed.com/viewjob?cmp=Flow-Analytics-Sdn-Bhd&t=Senior+Analytic+Consultant&jk=b868a996fed9816f&vjs=3,2021
Kuala Lumpur,Aims Fintech Capital Berhad,MY,"Manage daily task detailed by Chief Business Officer.
Provide basic IT support skills, e.g. setup Microsoft Office, Basic troubleshooting, Printer connection, Hardware or Software support.
Assist in invoicing, purchasing, payroll, user request, etc.
Submission of monthly report on expenses.
Assist in data entry to ensure the documentations are updated and properly filled.
Carry out any duties, ad-hoc assignment when required.

JOB REQUIREMENTS

Candidate must possess at least a diploma in IT or Computer Sciences.
Required skill(s): Basic IT support, Data Entry, Clerical Support.
Required language(s): Bahasa Malaysia, English and Chinese
Preferably Non-Executives specializing in Clerical/Administrative Support or equivalent.
Preferably 2~3 years working experience
Computer literate and with basic understanding in Microsoft Word, Excel, Outlook, Power Point.
Possess cooperative qualities with good interpersonal skill, multitasking skill and working attitude.

SKILL LEVEL

Executive

SALARY RANGE

RM2000 - RM4000",MYR,4000.0,2000.0,MYR,4000.0,2000.0,RM2000 - RM4000,Administrator cum IT Support,https://malaysia.indeed.com/viewjob?jk=5b1ebebf6555c370&from=serp&vjs=3,2021
