salary_currency,salary_raw,salary_min,salary_max,description,country,company,url,city,title
$,"$9,928 - $17,209 a month",9928,17209,"Are you looking for an exciting opportunity to move your career path forward?

UPS is seeking a passionate, results-driven Manager to join our winning team in order to accelerate our International Sustainability Programme. Focused on Asia but also supporting work elsewhere. You will drive innovation and stakeholder engagement programmes in order to position UPS as the leading provider of sustainable logistics.

Position Summary:

UPS's Sustainability team drives the development and execution of the organisation's environmental and social sustainability strategy. We seek a Manager to join the team in support of this work. Reporting to the Vice President of International Sustainability based in London but working closely with the Vice President of Public Affairs for APAC in Singapore and the entire APAC management team. The manager will develop initiatives to position UPS as the leading provider of sustainable logistics solutions in APAC, as well as supporting the sustainability strategy elsewhere in International. This will include developing and implementing innovation and stakeholder engagement programmes by working cross functionally within UPS and also with external partners. This is a full-time position based in our APAC Region Office in Singapore.

Essential Duties and Responsibilities:

Engage with APAC management team to develop APAC sustainability priorities for 2021 and beyond.
Work internally and cross-functionally in APAC to develop buy-in to the priorities.
Develop environmental and social innovation programmes in APAC to execute to the priorities, including working with Automotive and the Advanced Technology Group on new technology last mile solutions.
Develop stakeholder engagement programmes in APAC to execute to the priorities, including working with customers to develop partnerships and with employees to inspire them in our sustainability journey.
Provide APAC input into the annual Corporate Sustainability Report.
Represent the UPS brand by speaking at conferences and engaging in interviews in conjunction with Communications.
Support and provide cover for sustainability work elsewhere in International as needed.

Requirements:

Bachelor’s Degree in Engineering or equivalent discipline is preferred.
Minimum 5 years of relevant working experience performing in a similar capacity.
Preferably from Transportation and Logistics industry. Open to any industry provided with Business experience.
A passion for sustainable development, both social and environmental, coupled with an understanding of the role of business in providing solutions.
Excellent networking and influence skills.
Very strong written and oral communications skills.
Highly numerate, comfortable handling data.
A solid grasp of the science of greenhouse gas and air quality emissions and an aptitude for the engineering and technology solutions required.
Willingness to travel, typically for one week but for up to 2 weeks, and to work occasional anti-social hours.
Fluent in English (verbal, written, presentation); Fluent in Mandarin highly preferred.",singapore,UPS ASIA GROUP PTE. LTD.,https://sg.indeed.com/viewjob?jk=155f0d27a8a943ae&from=serp&vjs=3,UPS ASIA GROUP PTE. LTD.,International Sustainability Manager (based in Region Office)
$,"$7,000 - $8,000 a month",7000,8000,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

1) Develop data model that are meaningful and impactful on a critical market data application.

2) Interpret data and analyses data with SQL, R, Octave, Python.

3) Build up analytic dashboard with QlikSense, Power BI, R Shinny.

1) Strong hands-on experience in Python, R, or Octave

2) Good knowledge in mathematic modelling, statistics, probabilities.

3) Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot.

4) Experience in UI presentation, QlikSense, Power BI, or R Shiny.

5) Strong knowledge in SQL (Oracle, MySQL, MariaDB)

6) Familiar with Linux operation system

A Bachelor’s degree in Data Scientist or Computer Science (or equivalent experience)

5 – 10 years of data analytics exposure

Have experience in applying machine learning models, Regressions, Classification of Models

Able to perform unix / linux scripting.

Writing of documents that clearly explain how algorithms should be implemented, verified and validated.",singapore,IRTISH CONSULTING PTE. LTD.,https://sg.indeed.com/viewjob?jk=fdd75c5c738e07a8&from=serp&vjs=3,IRTISH CONSULTING PTE. LTD.,Senior Data scientist
,,0,0,,,,,,
,,0,0,"NTU-Continental Corporate Lab invites applications for the position of Research Engineer.

Key Respons ibilities:

Develop signal processing and machine learning algorithms and methods for vehicular positioning

Perform software/hardware implementation and empirical studies

Prepare reports and presentations

Conduct project presentations and seminars

Help to supervise graduate students and contribute to proposal writing

Job Requirements:

Bachelor's degree in Electrical Engineering, Computer Science, Statistics or other related fields

Solid Mathematical and software implementation skills

Experience in implementing algorithms for machine learning and data analytics

Fluent speaking/writing skills in English

We regret that only shortlisted candidates will be notified.

Hiring Institution: NTU",singapore,Nanyang Technological University,https://sg.indeed.com/viewjob?jk=43cf5083a455ab81&from=serp&vjs=3,Nanyang Technological University,Research Engineer (Electrical Engineering/Computer Science/Statistics)
,,0,0,"Job Description :
Responsibilities
Advise clients stakeholder on AI & Automation strategy along with detailed use cases utilizing Chatbot Framework and microservices
Design and implement use case leveraging Natural language processing and text analytics
Implement conversations Chatbot utilizing Chatbot framework
Work closely with the project stakeholders to gather technical requirements, understand issues and present architectural solutions and guidance.
Preparing solution architecture definitions and architectural documentation that will be reviewed and approved by peers and relevant stakeholders.
Ensure that the solutions to individual projects and problems align with the overall architectural roadmap.
Review architectural inputs from peers and provide technical feedback. Role
Develop Chatbot, Voice bots & conversation AI projects.
Collaborate with cross-functional teams to define, design, and ship new Chatbots.
Analyze customer needs and design, document, test, and develop software as required to satisfy the functional and non-requirements.
Provide technical expertise on aspects of the organization's IT infrastructure/software applications/ architecture/ hardware to internal customers, advise them of appropriate actions to fulfill procedural and regulatory requirements or solve immediate problems.
Manage production support issues.
Agree to work within established estimates and communicates status and issues promptly.
Skills
Knowledge of Chabot platforms and working experience in the development of Chabot or other AI, machine learning, or NLP technologies.
Experience with cloud platforms such as Microsoft Azure, Dialogflow, Lex, IBM Watson, Einstein or any other
Experience in API Management Solutions, with third-party libraries and APIs.
Experience in SDK build and handling of UI
Web, Voice and other channel integration experience
Working knowledge of the general mobile/web landscape, architectures, trends, and emerging technologies.
Solid understanding of the full development lifecycle from Client requirement, security layers, build, test, train and support.
Strong foundation in enterprise application fundamentals such as data structures and object-oriented design is critical.
Strong programming skills Java Script, node.js, react,js, C#, Python
Experience in Machine learning algorithm design and development including TensorFlow, R, Spark, Spark Client/MLlib, Scikit-learn, MapReduce, Java

Good understanding of Natural Language processing (NLP)

Working independently (within broad guidelines) to design architectural solutions to deliver business requirements

End to End Architecture, Building Prototypes, Cloud Native Design Principles
IBM Watson certification.

Preferred
Experience in solutioning for Artificial Intelligence use cases, web application development, systems integration e. g. REST/SOAP
Experience with private and public cloud architectures, pros/cons
Client assessment and roadmap experience with focus on AI & Automation
Experience in and understanding of data and information management, especially in Big Data trends
Experience working with market leading chatbot platforms
Participated in Design Thinking workshops
Experience with machine learning algorithm development, deep learning, NLP, chatbot.
Strong programming skills in a language such as Java, Python, Scala, Shell, SQL, C++, Javascript, etc
Demonstrated technical leadership in professional setting
Experience in Agile delivery models
Proven ability to work creatively and analytically in a problem-solving environment
Great story teller, visual thinker
Self-managing capability with creative problem solving skills
Experience in sales pursuits and oral presentations
Excellent communication (written and oral) and interpersonal skills
Strong multi-tasking skills
Demonstrated teamwork and collaboration in a professional setting
Excited about working in a team of highly diverse, creative people, with a shared goal and mutually supportive of each other
Ability to deal with ambiguity, with a positive, constructive approach and attitude

Education Qualification:
Bachelor's or Masters degree in Computer Science, Engineering, Statistics, Technical Science.
At least 7 years of experience in IT and at least 1-2 years in AI/Automation/Analytics.
Great to Have
Node.js, NLP, Python,AI platform knowledge
Cloud Platforms Amazon/Azure
Frameworks for cross-platform mobile development
iOS or Android knowledge/experience
Testing Frameworks

Chatbot Developer",singapore,eTeam Workforce Pte Ltd,https://sg.indeed.com/viewjob?jk=d61a4180d3181612&from=serp&vjs=3,eTeam Workforce Pte Ltd,Chatbot Developer
,,0,0,"About Nautilus.

Nautilus is building artificial intelligence to advance the efficiency of ocean commerce. We deliver technology to help shipping companies minimize fuel consumption, maximize operational efficiency, and optimize fleet performance. By arming ship owners and operators with real-time predictive decision support, Nautilus is reducing greenhouse gas emissions and making global trade sustainable.

Ocean shipping consumes over $100 billion dollars of fuel every year, and up to 30% of it can be saved. For owner-operators, reliance on manually collected and analyzed data makes it difficult to optimize fleet performance in real-time. By providing a unified data platform that leverages machine learning, Nautilus helps its clients make better decisions to maximize the return on each ship and every voyage. For our clients, this means they drive closer collaboration, greater transparency, and stronger accountability across their global teams every day.

About You.

Client Success owns the client relationship post-sales. The team's goal is to maximize client value with every interaction including pre-sales support, ship activation, onboarding/training users, uncovering valuable data insights, monitoring client health, and identifying upsell opportunities. The team consists of client Success Managers who work with a set of named accounts, deployment specialists who handle ship integrations, and industry specialists who use the tool to derive insights to help clients optimize their fleets. Together these teams are responsible for empowering our clients to become expert users and achieve amazing results.

We are looking for a data analyst who is highly analytical, personable, communicative and has a proven track record for delivering actionable insight. They will be working in a challenging and dynamic environment where their analysis will facilitate key business decisions and influence fleet movements around the world.

Outcomes For This Role.

Construct useful frameworks and analyze data from ship voyages, chartering contracts and existing performance models to derive strategic insights that will improve ship and fleet performance
Compile and analyze data from multiple internal and potentially external sources
Identify patterns and trends that can be communicated to the team and collaborate with the Data Analytics team to influence new performance models.
Develop strong Voyage Optimization expertise to provide daily inputs to clients
Work with the client Success Manager on an account to identify quantitative and compelling stories on the value delivered by the platform

Proficiencies.

Bachelor's degree in a quantitative field (eg. math, science, engineering, economics, etc.) 2+ years working in data mining, analysis, report building, data visualization and insights delivery
Excellent written and verbal communication skills
Ability to explain technical insights to technical and non-technical groups
Strong critical thinking and analytical skills with an ability to find drivers behind the data
Inquisitive to dive deep into data and models to investigate anomalies
Advanced proficiency in Excel and SQL
Experience working on python scripts would be a plus
Familiarity with APIs would be a plus
Ability to partner cross-functionally, across time zones and providing timely updates to internal stakeholders
Strong organizational skills, Works well under time pressure
Self motivated and resourceful, ready to learn new skills along the way
Shipping industry experience with strong preference for a background in a performance or operations role would be a plus

Our core values.

Get ready to join a group of diverse, smart, talented, and driven individuals. We are looking for people who are motivated by environmentalism and a future where shipping is sustainable and safe. A team member joining Nautilus is...

We’re THOUGHTFUL, with a bias towards action.
We’re an INCLUSIVE crew, and we are not passengers along for the ride.
We’re DIRECT and we ask the tough questions.
We EMPATHIZE with humanity.

Candidates must be located in and eligible to work in Singapore.

If you’re the right candidate, we want to hear from you. Please apply using the contact form below!

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",singapore,Nautilus Labs,https://sg.indeed.com/viewjob?jk=535a95b2c281a8b0&from=serp&vjs=3,Nautilus Labs,Data Analyst
,,0,0,"Line of Service

Advisory

Industry/Sector

Not Applicable

Specialism

Analytics

Management Level

Associate

Job Description & Summary

A career in our Analytics Technology practice, within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing nature of customers and technology. You’ll make impactful decisions by mixing mind and machine to leverage data, understand and navigate risk, and help our clients gain a competitive edge.

Our team helps clients navigate various analytics applications to get the most value out of their technology investment and foster confidence in their business intelligence. As part of our team, you’ll help our clients implement enterprise content and data management applications that improve operational effectiveness and provide impactful data analytics and insights.

We are looking for Associates to fill our 2021 intake.

Responsibilities:

Perform work across diverse industries and projects ranging from developing organisational strategies for analytics to building sophisticated visualisations and analytical models

Analyse and interpret large volumes of client and external data using proprietary and open source data tools, platforms and analytical tool kits

Translate complex findings into simple language and communicate them to internal and external stakeholders, such as your team members and client executives

Deliver excellent client service and work from both the PwC Singapore office and at client sites

Requirements:

Below are the attributes and skills we look for in candidates, but don’t be discouraged if you don’t possess all or even most of them. We would still love to talk to you about joining our team.

Final year Actuarial Science, Business Analytics, Computer Science, Computer Engineering, Economics, Engineering, Information Systems, Sciences, Mathematics, Statistics, Physics or other related disciplines that possesses an analytical and quantitative component student from a local/overseas university or 0-3 years of full-time work experience in an Analytics role

Strong preference for basic competency in two or more of the following:

an analytical software (e.g. R, SAS);

a data visualization tool (e.g. Qlikview, Tableau, PowerBI,);

a relational or graph database management tool (e.g. SQL, NoSQL, Neo4J);

programming. (e.g. VBA, C++, Java, Python);

A self-driven team player with the ability to quickly learn and apply new tools and techniques such as proprietary analytical software, data models and programming languages

An appreciation for structured methodical research, critical thinking and problem solving skills with an understanding for the application of these skills in the business environment

A natural curiosity to identify, investigate and explain trends and patterns in data

An ability to analyse and break down complex concepts and technical findings into clear and simple language for communication to team members and clients

A passion for Emerging Technologies related to Big Data, Machine Learning and AI

Our selection process includes behavioural interviews and a practical analytics test. More details will be provided to successful candidates.

If you enjoy working with data and are passionate about taking on real business challenges come and join our Data and Analytics team!

Application Deadline: 31 January 2021

Next Step:

You will receive an email from us to complete pymetrics within 3 working days of your application submission. Pymetrics is a series of engaging online games that will assess cognitive, behavioural and emotional traits. This allows us to learn more about you and gives us insights into where you will thrive the most in our business.

Note:

Kindly upload both your resume and degree audit or transcript in PDF format all under Resume attachment upload

Kindly note only shortlisted candidates will be contacted.

Got a question? Email to sg_graduate_recruitment@pwc.com .

Education (if blank, degree and/or field of study not specified)

Degrees/Field of Study required: Degrees/Field of Study preferred:

Certifications (if blank, certifications not specified)

Desired Languages (If blank, desired languages not specified)

Travel Requirements

Not Specified

Available for Work Visa Sponsorship?

Yes

Government Clearance Required?

No

Job Posting End Date

March 1, 2021",singapore,Follow,https://sg.indeed.com/viewjob?jk=a75b6eb6c8f37bd1&from=serp&vjs=3,Follow,Experience Consulting (Advanced Analytics) Associate - 2021 Intake
,,0,0,"Programme Summary

In conjunction with Workforce Singapore, NTU offer traineeships to support the SGUnited Traineeships Programme. The Traineeships are part of NTU's efforts to create relevant and meaningful traineeship opportunities for our nation’s new graduates entering the workforce during this difficult time.

About the School of Computer Science & Engineering (SCSE)

SCSE ranked No.2 for Computer Science in the world by the latest US News and World Report Best Global Universities and recognised as the top in AI research/citation impact among global universities has been educating Singapore’s and the world’s best computer engineers and scientists for the past 3 decades and are proud to have many internationally prominent entrepreneurs and named experts in AI as our SCSE alumni family. During the traineeship, you will work alongside some of the world’s best researchers, software developers and professional staff. You will learn new skills, make exciting discoveries, and will have opportunities to network and make connections for life.

Job Descriptions:

Participate in data science and artificial intelligence related academic and research activities including assisting in machine learning tasks in projects
Participate in data science or artificial intelligence related laboratory experiments design, planning, preparation and operations
Assist to design and develop prototype software applications in projects
Prepare literature surveys to outline research / technology development in the field
Participate in research program, including system and web development, code review
Prepare reports and documentations for the research programs, and support data analysis
Assist in duties related to project management, documentation, and outreach of research results
Assist in AI related workshop/event organization and reports
Participate in AI related webpage design and app development

Requirements:

Bachelor degree in relevant field
Keen Interest in the latest research and technologies in Artificial Intelligence
Coding experience in programming languages such as Python, R, JAVA, C, C++
Attention to details and procedures
Effective communication and report writing skills

Hiring Institution: NTU",singapore,Nanyang Technological University,https://sg.indeed.com/viewjob?jk=e7188fe01b5a01e7&from=serp&vjs=3,Nanyang Technological University,"Trainee, R&D Engineer (Data Science and Artificial Intelligence) [#SGUnitedTraineeships]"
$,"$7,000 - $8,000 a month",7000,8000,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

Responsibilities:

Develop data model that are meaningful and impactful on a critical market data application.
Interpret data and analyses data with SQL, R, Octave, Python.
Build up analytic dashboard with QlikSense, Power BI, R Shinny.

Prerequisites :

A Bachelor’s degree in Data Scientist or Computer Science (or equivalent experience)
5 – 10 years of data analytics exposure
Have experience in applying machine learning models, Regressions, Classification of Models
Able to perform unix / linux scripting.
Writing of documents that clearly explain how algorithms should be implemented, verified and validated.
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot.
Experience in UI presentation, QlikSense, Power BI, or R Shiny.
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system",singapore,PEOPLESCOPE (ASIA) PTE. LTD.,https://sg.indeed.com/viewjob?jk=cbe54cd719c6f3d9&from=serp&vjs=3,PEOPLESCOPE (ASIA) PTE. LTD.,Data Scientist
,,0,0,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from Singapore due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.

Minimum qualifications:

Bachelor's degree in Computer Science, Mathematics, related discipline or equivalent practical experience.
7 years of relevant experience in data and analytics, management consulting, product/business financials, business intelligence or similar environment
4 years of experience with databases, SQL coding across standard commercial databases, and statistics tools (e.g., R, Python).

Preferred qualifications:

Experience as a business/quantitative analyst in e-comm or payments and/or financial services
Ability to manage and organize work sprints for themselves and a team for analysts, align / communicate / agree the same with senior management
Ability to take initiative in an unstructured environment, demonstrating a bias towards action and high attention to detail
Excellent partnership and cross-functional collaboration skills and experience with leading regular interactions and communications with a senior management

About the job

Google Pay data analysts ensure that Google makes effective business and operational decisions. Your work, whether it's analyzing user behavior to drive growth, optimizing product funnels, modeling business scenarios, or tracking performance, is used by our leaders to make strategic company decisions. You will be a key partner to the Regions Payments Leadership team to set up analytics support for emerging markets, set Objectives and Key Results (OKRs), as well as plan and project manage new projects along with a team of analysts based on business needs and strategy.

You'll also lead individual projects independently to transform product roadmaps, marketing actions, tracking and control processes, as well as provide executive level management with insightful recommendations, planning and reporting support. In this role, you will help shape Google Pay as it goes through a phase of exponential growth.

You are passionate about metrics, quantitative analytics as well as analytical tools and techniques. You will lead the coordination across functions and geographies to create analytics frameworks to dissect abstract business, product, growth, acquisition, retention, and operational problems. You will lead efforts for yourself and the team, across multiple projects at a time, to leverage a wide range of user and product data to identify tactics and define strategy, in collaboration with Product, Marketing and Engineering teams that drive value for our users.

Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.

Responsibilities

Developing a deep understanding of core products and technologies within payments
Partner closely with Payments leadership to setup analytics support for emerging markets, determine OKRs, and deliver analytics at scale focused on global alignment
Drive visibility into business performance by leading metrics reviews, planning, and forecasting
Work closely with cross functional teams as a lead on critical projects by independently frameworking solutions and working with complex data sets to solve non-routine analysis problems to deliver data driven insights to shape product strategy
Actively drive the end to end analytics stack on business problems; from metric definitions to working with engineering teams to build data schemas and elements to ad-hoc insights to experimentation to optimization

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",singapore,Google,https://sg.indeed.com/viewjob?jk=9e597ee8034e7526&from=serp&vjs=3,Google,"Data Analyst, Regions, Google Pay"
,,0,0,"Job Description

Our Company

For more than a century, our Company has been inventing for life, bringing forward medicines and vaccines for many of the world's most challenging diseases. Today, it continues to be at the forefront of research to deliver innovative health solutions and advance the prevention and treatment of diseases that threaten people and animals around the world.

Our Singapore IT Hub

Established in 2015, our Company’s Singapore IT Hub aims to harness digital solutions for better business outcomes. One of its key focuses is in using analytics and data science to guide better decision-making.

Home to more than 300 employees with over 20 nationalities, the Singapore IT Hub is part of a global network, with sister hubs located in the United States and Czech Republic. In Singapore, the hub houses a wide span of IT capabilities teams ranging from Data Science, Software Engineering, Cybersecurity & Risk Management to Enterprise Platforms and many more. Across Japan, China and the Asia Pacific region, the hub works closely with colleagues from all divisions of the company to drive our core business.

The department

The Global Data Science Competency (GDSC) comprises approximately 120 diverse and high performing data science professionals located in three IT hubs in the United States, Prague, and Singapore. The GDSC brings advanced methods such as machine learning, statistical modelling, optimisation, mathematical modelling, and data mining to the company both through consulting style projects and data product development.

The GDSC is a rapidly evolving organisation specialising in applying data science across the company, with its current footprint ranging across domains such as Real-World Evidence, Manufacturing, Human Resources, Information Technology, Compliance, Market Research and Commercial.

Global Data Science Competency values are curiosity, quality, and collaboration. In Singapore, the Decision Sciences team focuses on data science consulting and decision support work underpinned with statistical inference and data modelling skills. The AI and Data Products team takes a product view on AI and automation technologies such as machine learning, NLP, machine vision and RPA. The team builds and deploys models and intelligent agents across the enterprise.

Job Description

As an Intern of Data Science team, you will be attached to a data science team – Decision Science Team. You will be provided a holistic experience of working alongside in a world class data science team with the following components over the course of the program:

Assignment to live data exploration and/or modelling projects
Attachment to an enterprise level project or product deployment to experience data science in production
Attachment to distinct data science capability teams or customer facing teams to deepen domain knowledge
Responsibility for a part of the data science operations portfolio

Job Requirements

Experience working on data sets, and comfortable with cleaning “dirty” data – data wrangling
Ability to code in some programming languages such as R, Python and SQL, and verse in Excel
Some practical experience in building predictive models using statistical or machine learning methods, and building dashboards in tools such as Tableau, Spotfire or Qliksense
Strong analytical abilities and communication skills are essential for this role, as well as passion for problem solving
Have genuine curiosity, an ethic of quality, and a mind-set of collaboration with others
Eager to self-learn and willingness to accept guidance from others
Education background in quantitative area preferred, such as Data Science/Computer Science/ Statistics/ Math/ Engineering

Who we are …

We are known as Merck & Co., Inc., Kenilworth, New Jersey, USA in the United States and Canada and MSD everywhere else. For more than a century, we have been inventing for life, bringing forward medicines and vaccines for many of the world's most challenging diseases. Today, our company continues to be at the forefront of research to deliver innovative health solutions and advance the prevention and treatment of diseases that threaten people and animals around the world.

What we look for …

In a world of rapid innovation, we seek brave Inventors who want to make an Impact in all aspects of our business, enabling breakthroughs that will affect generations to come. We encourage you to bring your disruptive thinking, collaborative spirit and diverse perspective to our organization. Together we will continue Inventing For Life, Impacting Lives while Inspiring Your Career Growth.

INVENT.

IMPACT.

INSPIRE.

We are proud to be a company that embraces the value of bringing diverse, talented, and committed people together. The fastest way to breakthrough innovation is when diverse ideas come together in an inclusive environment. We encourage our colleagues to respectfully challenge one another’s thinking and approach problems collectively for the common good. We are an equal opportunity employer, committed to fostering an inclusive and diverse workplace.

Search Firm Representatives Please Read Carefully
Merck & Co., Inc., Kenilworth, NJ, USA, also known as Merck Sharp & Dohme Corp., Kenilworth, NJ, USA, does not accept unsolicited assistance from search firms for employment opportunities. All CVs / resumes submitted by search firms to any employee at our company without a valid written search agreement in place for this position will be deemed the sole property of our company. No fee will be paid in the event a candidate is hired by our company as a result of an agency referral where no pre-existing agreement is in place. Where agency agreements are in place, introductions are position specific. Please, no phone calls or emails.

Employee Status:

Intern/Co-op (Fixed Term)

Relocation:

No relocation

VISA Sponsorship:

No

Travel Requirements:

No Travel Required

Flexible Work Arrangements:

Shift:

Valid Driving License:

No

Hazardous Material(s):

Number of Openings:

2

Requisition ID: R94558",singapore,,https://sg.indeed.com/viewjob?jk=9a114c63c080ce65&from=serp&vjs=3,,Intern - Data Science
$,"$6,000 - $8,000 a month",6000,8000,"Working opportunity in Government sector!
Basic up to $8,500 + AWS
12 months contract renewable (high chance conversion to perm!)
#fasthire

Candidates with Business Analyst experience in Agile and Cloud are welcome to apply!

Working location: Central

Working hours: MON-FRI office hours

Responsibilities:

elicit, scope and manage the Agency’s business requirements
develop the business case and Tender Specifications
evaluate and recommend ICT solutions that best address the needs
prioritise product backlog through rigorous information gathering and analysis with stakeholders, and contribute to the development of the Functional/ Design specifications
review testing and data conversion documents to verify that specifications are met
work with developers to understand and troubleshoot technical problems, as needed (Operations & Maintenance phase)

Requirements:

Singapoprean only
Degree or Diploma in Computer Science, Information Systems, Information/Infocomm Technology, Computer or Electronics Engineering or related discipline
Participated in full software or product development cycles, preferably using Agile Methodology with past development experience
Min 3 years experience in IT business analysis, application solutioning and design and testing
Experience in one of the followings: Cloud, Web/Mobile app, API, CRM, Data Analytics, Tableau, Design Thinking

Interested please send your updated resume to Vivian:
[Click Here to Email Your Resume]

R2090138 liew chien hui (vivian)
11C5781 ScienTec Consulting

Diploma, Bachelor's / Honours",singapore,ScienTec Personnel,https://sg.indeed.com/viewjob?jk=646211ee873b78cd&from=serp&vjs=3,ScienTec Personnel,Agile Business Analyst
,,0,0,"Job Description :
Job Roles & Responsibilities:
Implement full lifecycle of Analytics solution and lead discussions with the client
Assess emerging trendsin the big data area and compare with Clients' current solution architecture
Lead the teamanddevelop othersespecially a small group of analysts to support you
Understanding the business valueof the big data approaches for the client with technology solution providers and software vendors

Job Requirements:
Shall have at least five (5) years of relevant data analytics experience and had completed five (5) full data analytics implementation cycles/projects.
Shall have at least three (3) years of experience with demonstrated knowledge in Open Source data mining/machine learning tools
Shall have at least a degree / Master's Degree in Business Analytics, Statistics, Computer Science, Computer Engineering, Electrical Engineering or equivalent.

Job Description :
Job Roles & Responsibilities:

Implement full lifecycle of Analytics solution and lead discussions with the client
Assess emerging trendsin the big data area and compare with Clients' current solution architecture
Le",singapore,Wsh experts Pte Ltd,https://sg.indeed.com/viewjob?jk=7f9777c2aae6f451&from=serp&vjs=3,Wsh experts Pte Ltd,Senior Data Analytics Consultant
$,"$7,000 - $9,500 a month",7000,9500,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

Job Duties & responsibilities

1) Develop data model that are meaningful and impactful on a critical market data application.

2) Interpret data and analyses data with SQL, R, Octave, Python.

3) Build up analytic dashboard with QlikSense, Power BI, R Shinny.

Required Experience

Must-have:

1) Strong hands-on experience in Python, R, or Octave

2) Good knowledge in mathematic modelling, statistics, probabilities.

3) Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot.

4) Experience in UI presentation, QlikSense, Power BI, or R Shiny.

5) Strong knowledge in SQL (Oracle, MySQL, MariaDB)

6) Familiar with Linux operation system

Professional Qualification

A Bachelor’s degree in Data Scientist or Computer Science (or equivalent experience)

5 – 10 years of data analytics exposure

Have experience in applying machine learning models, Regressions, Classification of Models

Able to perform unix / linux scripting.

Writing of documents that clearly explain how algorithms should be implemented, verified and validated.",singapore,HTC SOFTWARE SINGAPORE PTE LTD,https://sg.indeed.com/viewjob?jk=01d59e12d0be9a19&from=serp&vjs=3,HTC SOFTWARE SINGAPORE PTE LTD,Senior Data Scientist
,,0,0,"Microsystem Technologies Development Centre ( MTDC ) at Temasek Laboratories is looking for a candidate to join them as a Research Assistant. He/She will support the MTDC operation at the Thin Film / Metallization and wet cleaning/etching processes.

Job Responsibilities:

Self-initiator with effective Design of Experiment (DOE) to complete the work on time with conclusive remarks
Provide continuous support and immediate feedback to its Module Leader (Metallization) /Asst. Fab Manager
Perform daily operations in metallization module, inclusive of Electron Beam Evaporation, Sputtering, Plating and Wet/dry cleaning/etching processes
Develop new recipe to cater for new project needs.
Maintain key inventories within the Metallization module
Regular preventive maintenance of the Metallization
Data analysis and preparation of reports/slides after the completion of experiments
Create and update process documentation, maintenance and compliance of document

Job Requirements:

Bachelor Degree (with minimum 2 year of relevant experience) in either Electrical & Electronics Engineering/ Material Science/Physics/Chemistry or Other related field
Hands-on experience with strong knowledge and understanding in the area of Semiconductor wafer processes (e.g: Thermal/Electron Beam Evaporation of Metal, Dielectric Layer deposition using CVD and Sputtering) and its Devices (Diodes, Transistors and etc…)
Knowledge/experience/skills in more than two of these backend processes: E-beam evaporation, Sputtering, Electrolytic Plating, Electrodeless plating, Wet etching and Solvent Cleaning
Good interpersonal skills and able to w ork independently

Please note that only shortlisted candidates will be notified.

Hiring Institution: NTU",singapore,Nanyang Technological University,https://sg.indeed.com/viewjob?jk=cbfa1ea5e811209f&from=serp&vjs=3,Nanyang Technological University,Research Assistant (Electrical & Electronics Engineering/Material Science/Physics/Chemistry)
